,temporada_alta,Fecha-I-O-Diff,atraso_15,periodo_dia
248,1,-4.000000000000001,0,mañana
249,1,30.0,1,mañana
250,1,-13.0,0,mañana
251,1,-4.000000000000001,0,mañana
252,1,-5.0,0,mañana
253,1,-6.0,0,mañana
254,1,-7.0,0,tarde
255,1,5.0,0,tarde
256,1,25.0,1,tarde
257,0,4.000000000000001,0,tarde
258,0,-10.0,0,tarde
259,0,11.0,0,tarde
260,0,-14.0,0,tarde
261,0,-2.0000000000000004,0,tarde
262,0,-3.0,0,tarde
263,0,7.0,0,tarde
264,0,9.0,0,tarde
265,1,42.0,1,tarde
266,1,9.0,0,tarde
267,1,4.000000000000001,0,tarde
268,1,-9.0,0,tarde
269,1,-8.000000000000002,0,tarde
270,1,-7.0,0,tarde
271,1,6.0,0,tarde
272,1,-5.0,0,tarde
273,1,0.0,0,tarde
274,1,-9.0,0,tarde
275,1,-6.0,0,tarde
276,1,1.0000000000000002,0,tarde
277,1,-2.0000000000000004,0,tarde
278,1,-3.0,0,tarde
279,1,1.0000000000000002,0,tarde
280,1,-3.0,0,tarde
281,1,-4.000000000000001,0,tarde
282,1,-3.0,0,tarde
283,1,-12.0,0,tarde
284,1,14.0,0,tarde
285,1,-6.0,0,noche
286,1,-1.0000000000000002,0,noche
287,1,28.0,1,noche
288,0,-1.0000000000000002,0,noche
289,0,-1.0000000000000002,0,noche
290,0,-8.000000000000002,0,noche
291,0,8.000000000000002,0,noche
292,0,12.0,0,noche
293,0,-8.000000000000002,0,noche
294,0,-3.0,0,noche
295,0,37.0,1,noche
296,1,4.000000000000001,0,noche
297,1,7.0,0,noche
298,1,-3.0,0,noche
299,1,9.0,0,noche
300,1,-1.0000000000000002,0,noche
301,1,-4.000000000000001,0,noche
302,1,3.0,0,noche
303,1,-6.0,0,noche
304,1,8.000000000000002,0,noche
305,1,7.0,0,noche
306,1,-7.0,0,noche
307,1,-2.0000000000000004,0,noche
308,1,-8.000000000000002,0,noche
309,1,1.0000000000000002,0,noche
310,1,-14.0,0,noche
311,1,-10.0,0,noche
312,1,-11.0,0,noche
313,1,-2.0000000000000004,0,noche
314,0,27.0,1,mañana
315,1,4.000000000000001,0,mañana
316,1,-2.0000000000000004,0,mañana
317,1,15.0,0,mañana
318,1,1.0000000000000002,0,noche
319,1,3.0,0,noche
320,1,22.0,1,noche
321,0,26.0,1,noche
322,0,4.000000000000001,0,noche
323,0,14.0,0,noche
324,0,7.0,0,noche
325,0,87.0,1,noche
326,0,-1.0000000000000002,0,noche
327,0,-14.0,0,noche
328,1,0.0,0,noche
329,1,27.0,1,noche
330,1,8.000000000000002,0,noche
331,1,10.0,0,noche
332,1,5.0,0,noche
333,1,1.0000000000000002,0,noche
334,1,-9.0,0,noche
335,1,15.0,0,noche
336,1,1.0000000000000002,0,noche
337,1,21.0,1,noche
338,1,-1.0000000000000002,0,noche
339,1,-13.0,0,noche
340,1,21.0,1,noche
341,1,-5.0,0,noche
342,1,-2.0000000000000004,0,noche
343,0,6.0,0,noche
344,1,-1.0000000000000002,0,noche
345,1,-2.0000000000000004,0,noche
346,1,-8.000000000000002,0,noche
347,1,-6.0,0,mañana
348,1,3.0,0,mañana
349,1,16.000000000000004,1,mañana
350,0,65.00000000000001,1,tarde
351,0,27.0,1,mañana
352,0,0.0,0,mañana
353,0,-2.0000000000000004,0,mañana
354,0,2.0000000000000004,0,mañana
355,0,-2.0000000000000004,0,mañana
356,1,-7.0,0,mañana
357,1,-3.0,0,mañana
358,1,40.0,1,mañana
359,1,11.0,0,mañana
360,1,-3.0,0,mañana
361,1,16.000000000000004,1,mañana
362,1,13.0,0,mañana
363,1,1.0000000000000002,0,mañana
364,1,13.0,0,mañana
365,1,-2.0000000000000004,0,mañana
366,1,-3.0,0,mañana
367,1,-7.0,0,mañana
368,1,28.0,1,mañana
369,1,0.0,0,mañana
370,1,5.0,0,mañana
371,1,-1.0000000000000002,0,mañana
372,1,-8.000000000000002,0,mañana
373,1,7.0,0,mañana
374,1,-9.0,0,mañana
375,1,3.0,0,mañana
376,1,38.0,1,tarde
377,1,6.0,0,tarde
378,1,2.0000000000000004,0,tarde
379,0,19.0,1,tarde
380,0,15.0,0,tarde
381,0,27.0,1,tarde
382,0,59.0,1,tarde
383,0,14.0,0,tarde
384,0,-3.0,0,tarde
385,0,14.0,0,tarde
386,0,19.0,1,tarde
387,1,5.0,0,tarde
388,1,13.0,0,tarde
389,1,19.0,1,tarde
390,1,10.0,0,tarde
391,1,37.0,1,tarde
392,1,23.0,1,tarde
393,1,11.0,0,tarde
394,1,7.0,0,tarde
395,1,15.0,0,tarde
396,1,1.0000000000000002,0,tarde
397,1,15.0,0,tarde
398,1,30.0,1,tarde
399,1,22.0,1,tarde
400,1,37.0,1,tarde
401,1,12.0,0,tarde
402,1,0.0,0,tarde
403,1,6.0,0,tarde
404,1,21.0,1,tarde
405,1,-2.0000000000000004,0,tarde
406,1,17.000000000000004,1,tarde
407,1,8.000000000000002,0,mañana
408,1,6.0,0,mañana
409,1,5.0,0,noche
410,1,-4.000000000000001,0,noche
411,1,-10.0,0,noche
412,0,12.0,0,noche
413,0,-2.0000000000000004,0,noche
414,0,-13.0,0,noche
415,0,-12.0,0,noche
416,0,-10.0,0,noche
417,0,-14.0,0,noche
418,0,3.0,0,noche
419,1,-6.0,0,noche
420,1,-13.0,0,noche
421,1,-13.0,0,noche
422,1,-9.0,0,noche
423,1,-1.0000000000000002,0,noche
424,1,3.0,0,noche
425,1,-1.0000000000000002,0,noche
426,1,-12.0,0,noche
427,1,-8.000000000000002,0,noche
428,1,-14.0,0,noche
429,1,1.0000000000000002,0,noche
430,1,-6.0,0,noche
431,1,-5.0,0,noche
432,1,-7.0,0,noche
433,1,-1.0000000000000002,0,noche
434,1,-4.000000000000001,0,noche
435,1,-14.0,0,noche
436,1,-5.0,0,noche
437,0,32.00000000000001,1,mañana
438,1,37.0,1,tarde
439,1,10.0,0,tarde
440,1,-5.0,0,tarde
441,0,6.0,0,tarde
442,0,13.0,0,tarde
443,0,9.0,0,tarde
444,0,2.0000000000000004,0,tarde
445,0,32.00000000000001,1,tarde
446,1,10.0,0,tarde
447,1,26.0,1,tarde
448,1,13.0,0,tarde
449,1,11.0,0,tarde
450,1,6.0,0,tarde
451,1,14.0,0,tarde
452,1,17.000000000000004,1,tarde
453,1,10.0,0,tarde
454,1,-4.000000000000001,0,tarde
455,1,10.0,0,tarde
456,1,9.0,0,tarde
457,1,-6.0,0,tarde
458,1,3.0,0,tarde
459,1,-3.0,0,tarde
460,1,-1.0000000000000002,0,tarde
461,0,1.0000000000000002,0,tarde
462,0,46.0,1,tarde
463,0,3.0,0,tarde
464,0,51.0,1,tarde
465,0,0.0,0,tarde
466,1,94.0,1,tarde
467,1,68.00000000000001,1,tarde
468,1,23.0,1,tarde
469,1,4.000000000000001,0,tarde
470,1,-1.0000000000000002,0,tarde
471,1,4.000000000000001,0,tarde
472,1,-5.0,0,tarde
473,1,12.0,0,tarde
474,1,5.0,0,tarde
475,1,-6.0,0,tarde
476,1,0.0,0,tarde
477,1,-3.0,0,mañana
478,1,0.0,0,mañana
479,1,3.0,0,mañana
480,0,-1.0000000000000002,0,mañana
481,0,-5.0,0,mañana
482,0,-9.0,0,mañana
483,0,-2.0000000000000004,0,mañana
484,0,2.0000000000000004,0,mañana
485,0,1.0000000000000002,0,mañana
486,0,-2.0000000000000004,0,mañana
487,0,-10.0,0,mañana
488,1,1.0000000000000002,0,mañana
489,1,-1.0000000000000002,0,mañana
490,1,-2.0000000000000004,0,mañana
491,1,-6.0,0,mañana
492,1,8.000000000000002,0,mañana
493,1,-6.0,0,mañana
494,1,-2.0000000000000004,0,mañana
495,1,4.000000000000001,0,mañana
496,1,-4.000000000000001,0,mañana
497,1,-8.000000000000002,0,mañana
498,1,-5.0,0,mañana
499,1,1.0000000000000002,0,mañana
500,1,-1.0000000000000002,0,mañana
501,1,-7.0,0,mañana
502,1,-3.0,0,mañana
503,1,-1.0000000000000002,0,mañana
504,1,-3.0,0,mañana
505,1,-11.0,0,mañana
506,1,7.0,0,mañana
507,1,8.000000000000002,0,mañana
508,1,-3.0,0,tarde
509,1,0.0,0,tarde
510,1,-4.000000000000001,0,tarde
511,0,0.0,0,tarde
512,0,0.0,0,tarde
513,0,-12.0,0,tarde
514,0,8.000000000000002,0,tarde
515,0,24.0,1,tarde
516,0,1.0000000000000002,0,tarde
517,0,-10.0,0,tarde
518,0,-9.0,0,tarde
519,1,-6.0,0,tarde
520,1,-6.0,0,tarde
521,1,6.0,0,tarde
522,1,-6.0,0,tarde
523,1,14.0,0,tarde
524,1,0.0,0,tarde
525,1,-4.000000000000001,0,tarde
526,1,-4.000000000000001,0,tarde
527,1,-10.0,0,tarde
528,1,19.0,1,tarde
529,1,-2.0000000000000004,0,tarde
530,1,-8.000000000000002,0,tarde
531,1,3.0,0,tarde
532,1,-4.000000000000001,0,tarde
533,1,-4.000000000000001,0,tarde
534,1,-1.0000000000000002,0,tarde
535,1,10.0,0,tarde
536,1,-9.0,0,tarde
537,1,3.0,0,tarde
538,1,0.0,0,tarde
539,1,-6.0,0,noche
540,1,-6.0,0,noche
541,0,-7.0,0,noche
542,0,-9.0,0,noche
543,0,-4.000000000000001,0,noche
544,0,4.000000000000001,0,noche
545,0,-2.0000000000000004,0,noche
546,0,32.00000000000001,1,noche
547,0,-8.000000000000002,0,noche
548,0,3.0,0,noche
549,1,-9.0,0,noche
550,1,-11.0,0,noche
551,1,-6.0,0,noche
552,1,-13.0,0,noche
553,1,-10.0,0,noche
554,1,-12.0,0,noche
555,1,2.0000000000000004,0,noche
556,1,-14.0,0,noche
557,1,-10.0,0,noche
558,1,-8.000000000000002,0,noche
559,1,-4.000000000000001,0,noche
560,1,-14.0,0,noche
561,1,-4.000000000000001,0,noche
562,1,-6.0,0,noche
563,1,-2.0000000000000004,0,noche
564,1,-8.000000000000002,0,noche
565,1,-10.0,0,noche
566,1,0.0,0,noche
567,0,8.000000000000002,0,mañana
568,0,-7.0,0,mañana
569,0,4.000000000000001,0,mañana
570,0,15.0,0,mañana
571,0,-3.0,0,mañana
572,1,6.0,0,mañana
573,1,57.0,1,mañana
574,1,8.000000000000002,0,mañana
575,1,26.0,1,mañana
576,1,-1.0000000000000002,0,mañana
577,1,-5.0,0,mañana
578,1,-2.0000000000000004,0,mañana
579,1,4.000000000000001,0,mañana
580,1,-8.000000000000002,0,mañana
581,1,9.0,0,mañana
582,1,2.0000000000000004,0,mañana
583,1,2.0000000000000004,0,mañana
584,1,4.000000000000001,0,mañana
585,1,-10.0,0,mañana
586,1,-1.0000000000000002,0,mañana
587,1,6.0,0,mañana
588,1,1.0000000000000002,0,mañana
589,1,0.0,0,mañana
590,1,-7.0,0,mañana
591,1,7.0,0,mañana
592,1,-2.0000000000000004,0,noche
593,1,3.0,0,noche
594,1,-3.0,0,noche
595,0,-1.0000000000000002,0,noche
596,0,4.000000000000001,0,noche
597,0,4.000000000000001,0,noche
598,0,1.0000000000000002,0,noche
599,0,-4.000000000000001,0,noche
600,0,16.000000000000004,1,noche
601,0,4.000000000000001,0,noche
602,0,4.000000000000001,0,noche
603,1,0.0,0,noche
604,1,16.000000000000004,1,noche
605,1,4.000000000000001,0,noche
606,1,-4.000000000000001,0,noche
607,1,0.0,0,noche
608,1,0.0,0,noche
609,1,9.0,0,noche
610,1,6.0,0,noche
611,1,-7.0,0,noche
612,1,-7.0,0,noche
613,1,-7.0,0,noche
614,1,-1.0000000000000002,0,noche
615,1,-2.0000000000000004,0,noche
616,1,8.000000000000002,0,noche
617,1,-12.0,0,noche
618,1,-6.0,0,noche
619,1,0.0,0,noche
620,1,1.0000000000000002,0,noche
621,1,-4.000000000000001,0,noche
622,1,6.0,0,noche
623,1,-3.0,0,noche
624,1,-8.000000000000002,0,noche
625,0,-5.0,0,noche
626,0,-3.0,0,noche
627,0,-3.0,0,noche
628,0,7.0,0,noche
629,0,58.0,1,noche
630,0,24.0,1,noche
631,0,6.0,0,noche
632,0,13.0,0,noche
633,1,-3.0,0,noche
634,1,-1.0000000000000002,0,noche
635,1,0.0,0,noche
636,1,-8.000000000000002,0,noche
637,1,2.0000000000000004,0,noche
638,1,-5.0,0,noche
639,1,2.0000000000000004,0,noche
640,1,-3.0,0,noche
641,1,-8.000000000000002,0,noche
642,1,-8.000000000000002,0,noche
643,1,0.0,0,noche
644,1,0.0,0,noche
645,1,-14.0,0,noche
646,1,-5.0,0,noche
647,1,-10.0,0,noche
648,1,1.0000000000000002,0,noche
649,1,-2.0000000000000004,0,noche
650,1,8.000000000000002,0,noche
651,1,5.0,0,noche
652,0,15.0,0,mañana
653,1,-4.000000000000001,0,noche
654,1,-6.0,0,noche
655,1,-2.0000000000000004,0,noche
656,0,-3.0,0,noche
657,0,-1.0000000000000002,0,noche
658,0,40.0,1,mañana
659,0,-6.0,0,noche
660,0,-5.0,0,noche
661,0,-4.000000000000001,0,noche
662,0,-9.0,0,noche
663,0,16.000000000000004,1,noche
664,1,3.0,0,noche
665,1,-4.000000000000001,0,noche
666,1,-8.000000000000002,0,noche
667,1,1.0000000000000002,0,noche
668,1,0.0,0,noche
669,1,18.0,1,noche
670,1,-1.0000000000000002,0,noche
671,1,-1.0000000000000002,0,noche
672,1,-2.0000000000000004,0,noche
673,1,-4.000000000000001,0,noche
674,1,2.0000000000000004,0,noche
675,1,50.0,1,noche
676,1,-4.000000000000001,0,noche
677,1,14.0,0,noche
678,1,-4.000000000000001,0,noche
679,1,0.0,0,noche
680,1,1.0000000000000002,0,noche
681,1,72.0,1,noche
682,1,20.0,1,noche
683,1,5.0,0,noche
684,1,13.0,0,mañana
685,1,-10.0,0,mañana
686,1,-6.0,0,mañana
687,0,3.0,0,mañana
688,0,-9.0,0,mañana
689,0,18.0,1,mañana
690,0,-9.0,0,mañana
691,0,-10.0,0,mañana
692,0,-13.0,0,mañana
693,1,-7.0,0,mañana
694,1,-5.0,0,mañana
695,1,-3.0,0,mañana
696,1,-13.0,0,mañana
697,1,30.0,1,mañana
698,1,-10.0,0,mañana
699,1,0.0,0,mañana
700,1,4.000000000000001,0,mañana
701,1,-8.000000000000002,0,mañana
702,1,-8.000000000000002,0,mañana
703,1,-6.0,0,mañana
704,1,-9.0,0,mañana
705,1,-8.000000000000002,0,mañana
706,1,-14.0,0,mañana
707,1,-7.0,0,mañana
708,1,-11.0,0,mañana
709,1,6.0,0,tarde
710,1,40.0,1,tarde
711,1,29.0,1,tarde
712,0,15.0,0,tarde
713,0,51.0,1,tarde
714,0,34.00000000000001,1,tarde
715,0,28.0,1,tarde
716,0,32.00000000000001,1,tarde
717,0,41.0,1,tarde
718,0,138.0,1,tarde
719,0,38.0,1,tarde
720,1,27.0,1,tarde
721,1,33.00000000000001,1,tarde
722,1,57.0,1,tarde
723,1,7.0,0,tarde
724,1,10.0,0,tarde
725,1,37.0,1,tarde
726,1,38.0,1,tarde
727,1,34.00000000000001,1,tarde
728,1,25.0,1,tarde
729,1,15.0,0,tarde
730,1,8.000000000000002,0,tarde
731,1,4.000000000000001,0,tarde
732,1,-1.0000000000000002,0,tarde
733,1,42.0,1,tarde
734,1,7.0,0,tarde
735,1,13.0,0,tarde
736,1,8.000000000000002,0,tarde
737,1,-5.0,0,tarde
738,1,47.0,1,tarde
739,1,33.00000000000001,1,tarde
740,1,-9.0,0,noche
741,1,13.0,0,noche
742,0,47.0,1,noche
743,0,17.000000000000004,1,noche
744,0,-10.0,0,noche
745,0,54.0,1,noche
746,0,2.0000000000000004,0,noche
747,1,-3.0,0,noche
748,1,-3.0,0,noche
749,1,9.0,0,noche
750,1,14.0,0,noche
751,1,6.0,0,noche
752,1,1.0000000000000002,0,noche
753,1,-2.0000000000000004,0,noche
754,1,0.0,0,noche
755,1,-8.000000000000002,0,noche
756,1,-8.000000000000002,0,noche
757,1,-8.000000000000002,0,noche
758,1,-6.0,0,noche
759,1,1.0000000000000002,0,noche
760,1,-4.000000000000001,0,noche
761,1,-2.0000000000000004,0,tarde
762,1,9.0,0,tarde
763,1,-2.0000000000000004,0,tarde
764,1,4.000000000000001,0,tarde
765,0,15.0,0,tarde
766,0,1.0000000000000002,0,tarde
767,0,2.0000000000000004,0,tarde
768,0,7.0,0,tarde
769,0,-11.0,0,tarde
770,0,15.0,0,tarde
771,0,0.0,0,tarde
772,0,2.0000000000000004,0,tarde
773,1,4.000000000000001,0,tarde
774,1,3.0,0,tarde
775,1,19.0,1,tarde
776,1,39.0,1,tarde
777,1,3.0,0,tarde
778,1,12.0,0,tarde
779,1,17.000000000000004,1,tarde
780,1,65.00000000000001,1,tarde
781,1,4.000000000000001,0,tarde
782,1,6.0,0,tarde
783,1,9.0,0,tarde
784,1,6.0,0,tarde
785,1,27.0,1,tarde
786,1,2.0000000000000004,0,tarde
787,1,3.0,0,tarde
788,1,-7.0,0,tarde
789,1,-3.0,0,tarde
790,1,4.000000000000001,0,tarde
791,1,15.0,0,tarde
792,1,-1.0000000000000002,0,tarde
793,1,-13.0,0,tarde
794,1,-4.000000000000001,0,tarde
795,0,1.0000000000000002,0,tarde
796,0,-2.0000000000000004,0,tarde
797,0,-6.0,0,tarde
798,0,23.0,1,tarde
799,0,-4.000000000000001,0,tarde
800,0,2.0000000000000004,0,tarde
801,1,15.0,0,tarde
802,1,2.0000000000000004,0,tarde
803,1,29.0,1,tarde
804,1,3.0,0,tarde
805,1,0.0,0,tarde
806,1,1.0000000000000002,0,tarde
807,1,11.0,0,tarde
808,1,-4.000000000000001,0,tarde
809,1,-8.000000000000002,0,tarde
810,1,3.0,0,tarde
811,1,23.0,1,tarde
812,1,25.0,1,tarde
813,1,21.0,1,tarde
814,1,-3.0,0,mañana
815,1,5.0,0,mañana
816,1,0.0,0,mañana
817,0,24.0,1,mañana
818,0,8.000000000000002,0,mañana
819,0,1.0000000000000002,0,mañana
820,0,15.0,0,mañana
821,0,6.0,0,mañana
822,0,12.0,0,mañana
823,0,11.0,0,mañana
824,0,6.0,0,mañana
825,1,1.0000000000000002,0,mañana
826,1,11.0,0,mañana
827,1,13.0,0,mañana
828,1,23.0,1,mañana
829,1,5.0,0,mañana
830,1,15.0,0,mañana
831,1,14.0,0,mañana
832,1,11.0,0,mañana
833,1,-2.0000000000000004,0,mañana
834,1,10.0,0,mañana
835,1,12.0,0,mañana
836,1,6.0,0,mañana
837,1,14.0,0,mañana
838,1,64.00000000000001,1,mañana
839,1,2.0000000000000004,0,mañana
840,1,9.0,0,mañana
841,1,10.0,0,mañana
842,1,29.0,1,mañana
843,1,8.000000000000002,0,mañana
844,1,10.0,0,mañana
845,1,81.0,1,tarde
846,1,37.0,1,tarde
847,0,88.0,1,tarde
848,0,96.0,1,tarde
849,0,32.00000000000001,1,tarde
850,0,56.0,1,tarde
851,0,39.0,1,tarde
852,0,32.00000000000001,1,tarde
853,1,34.00000000000001,1,tarde
854,1,41.0,1,tarde
855,1,9.0,0,tarde
856,1,126.00000000000001,1,tarde
857,1,22.0,1,tarde
858,1,18.0,1,tarde
859,1,26.0,1,tarde
860,1,16.000000000000004,1,tarde
861,1,37.0,1,tarde
862,1,61.00000000000001,1,tarde
863,1,69.0,1,tarde
864,1,31.000000000000004,1,tarde
865,1,4.000000000000001,0,noche
866,1,0.0,0,noche
867,1,-5.0,0,noche
868,0,-3.0,0,noche
869,0,-2.0000000000000004,0,noche
870,0,-2.0000000000000004,0,noche
871,0,-5.0,0,noche
872,0,7.0,0,noche
873,0,3.0,0,noche
874,0,13.0,0,noche
875,0,0.0,0,noche
876,1,3.0,0,noche
877,1,0.0,0,noche
878,1,4.000000000000001,0,noche
879,1,-1.0000000000000002,0,noche
880,1,-6.0,0,noche
881,1,11.0,0,noche
882,1,-4.000000000000001,0,noche
883,1,-7.0,0,noche
884,1,8.000000000000002,0,noche
885,1,-6.0,0,noche
886,1,3.0,0,noche
887,1,2.0000000000000004,0,noche
888,1,-6.0,0,noche
889,1,-4.000000000000001,0,noche
890,1,-3.0,0,noche
891,1,-14.0,0,noche
892,1,-4.000000000000001,0,noche
893,1,-12.0,0,noche
894,1,-11.0,0,noche
895,1,15.0,0,tarde
